State,Type,Tenure,Median_Price,Median_PSF,Transactions
Malaysia,Terrace-based homes,All,484997.02,300.08,42176.0
Malaysia,High-rise homes,All,457364.24,435.58,11047.0
Malaysia,Semi-D / Cluster homes,All,835860.71,298.67,2521.0
Malaysia,Bungalow-based homes,All,679908.09,172.56,346.0
Malaysia,Town House,All,385591.4,300.33,93.0
